Company name,Valuation (in $B),Date Joined,Country of origin,City,Industry,Investors,Longitude,Latitude,longitude,latitude,lon,lat
Bytedance,140,07-04-2017,China,Beijing,Artificial intelligence,"Sequoia Capital China, SIG Asia Investments, Sina Weibo, Softbank Group",104.999927,35.000074,104.999927,35.000074,116.3912757,39.906217
Stripe,95,23-01-2014,United States,San Francisco,Fintech,"Khosla Ventures, LowercaseCapital, capitalG",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
SpaceX,74,01-12-2012,United States,Hawthorne,Other,"Founders Fund, Draper Fisher Jurvetson, Rothenberg Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-118.3483256,33.9188589
Didi Chuxing,62,31-03-2015,China,Beijing,Auto & transportation,"Matrix Partners, Tiger Global Management, Softbank Corp.,",104.999927,35.000074,104.999927,35.000074,116.3912757,39.906217
Klarna,45.6,12-12-2011,Sweden,Stockholm,Fintech,"Institutional Venture Partners, Sequoia Capital, General Atlantic",14.5208584,59.6749712,14.5208584,59.6749712,18.0710935,59.3251172
Instacart,39,30-12-2014,United States,San Francisco,"Supply chain, logistics, & delivery","Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Nubank,30,01-03-2018,Brazil,Sao Paulo,Fintech,"Sequoia Capital, Redpoint e.ventures, Kaszek Ventures",-53.2,-10.3333333,-53.2,-10.3333333,-46.6333824,-23.5506507
Epic Games,28.7,26-10-2018,United States,Cary,Other,"Tencent Holdings, KKR, Smash Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-78.7812081,35.7882893
Databricks,28,05-02-2019,United States,San Francisco,Data management & analytics,"Andreessen Horowitz, New Enterprise Associates, Battery Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Rivian,27.6,10-09-2019,United States,Plymouth,Auto & transportation,"Amazon, Ford Motor Company, Cox Automotive",-100.4458825,39.7837304,-100.4458825,39.7837304,-4.1425658,50.3712659
BYJU's,16.5,25-07-2017,India,Bengaluru,Edtech,"Tencent Holdings, Lightspeed India Partners, Sequoia Capital India",78.6677428,22.3511148,78.6677428,22.3511148,77.5912997,12.9791198
One97 Communications,16,12-05-2015,India,Noida,Fintech,"Intel Capital, Sapphire Ventures, Alibaba Group",78.6677428,22.3511148,78.6677428,22.3511148,77.3271074,28.5707841
Yuanfudao,15.5,31-05-2017,China,Beijing,Edtech,"Tencent Holdings, Warbug Pincus, IDG Capital",104.999927,35.000074,104.999927,35.000074,116.3912757,39.906217
DJI Innovations,15,23-01-2015,China,Shenzhen,Hardware,"Accel Partners, Sequoia Capital",104.999927,35.000074,104.999927,35.000074,114.0543297,22.555454
Canva,15,08-01-2018,Australia,Surry Hills,Internet software & services,"Sequoia Capital China, Blackbird Ventures, Matrix Partners",134.755,-24.7761086,134.755,-24.7761086,151.2100301,-33.8845123
SHEIN,15,03-07-2018,China,Shenzhen,E-commerce & direct-to-consumer,"Tiger Global Management, Sequoia Capital China, Shunwei Capital Partners",104.999927,35.000074,104.999927,35.000074,114.0543297,22.555454
Checkout.com,15,02-05-2019,United Kingdom,London,Fintech,"Tiger Global Management, Insight Partners, DST Global",-3.2765753,54.7023545,-3.2765753,54.7023545,-0.1276474,51.5073219
Chime,14.5,05-03-2019,United States,San Francisco,Fintech,"Forerunner Ventures, Crosslink Capital, Homebrew",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Grab,14.3,04-12-2014,Singapore,,Auto & transportation,"GGV Capital, Vertex Venture Holdings, Softbank Group",103.8194992,1.357107,103.8194992,1.357107,11.0480288,46.3144754
Plaid Technologies,13.5,11-12-2018,United States,San Francisco,Fintech,"New Enterprise Associates, Spar Capital, Index Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Fanatics,12.8,06-06-2012,United States,Jacksonville,E-commerce & direct-to-consumer,"SoftBank Group, Andreessen Horowitz, Temasek Holdings",-100.4458825,39.7837304,-100.4458825,39.7837304,-81.655651,30.3321838
SenseTime,12,11-07-2017,China,Shanghai,Artificial intelligence,"Star VC, IDG Capital, Infore Capital, Alibaba Group",104.999927,35.000074,104.999927,35.000074,121.4692071,31.2322758
JUUL Labs,12,20-12-2017,United States,San Francisco,Consumer & retail,Tiger Global Management,-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Manbang Group,12,24-04-2018,China,Guiyang,"Supply chain, logistics, & delivery","Softbank Group, CapitalG",104.999927,35.000074,104.999927,35.000074,112.72964,25.7561647
Bitmain Technologies,12,06-07-2018,China,Beijing,Hardware,"Coatue Management, Sequoia Capital China, IDG Capital",104.999927,35.000074,104.999927,35.000074,116.3912757,39.906217
Biosplice Therapeutics,12,06-08-2018,United States,San Diego,Health,"Vickers Venture Partners, IKEA GreenTech",-100.4458825,39.7837304,-100.4458825,39.7837304,-117.1627728,32.7174202
Robinhood,11.7,26-04-2017,United States,Menlo Park,Fintech,"Google Ventures, Andreessen Horowitz, DST Global",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.1779927,37.4519671
Global Switch,11.1,22-12-2016,United Kingdom,London,Hardware,"Aviation Industry Corporation of China, Essence Financial, Jiangsu Sha Steel Group",-3.2765753,54.7023545,-3.2765753,54.7023545,-0.1276474,51.5073219
Celonis,11,26-06-2018,Germany,Munich,Data management & analytics,"Accel, 83North",10.4234469,51.0834196,10.4234469,51.0834196,11.5753822,48.1371079
Aurora,10,07-02-2019,United States,Mountain View,Auto & transportation,"Index Ventures, Greylock Partners, Lightspeed Venture Partners",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.0832101,37.3893889
Lalamove,10,21-02-2019,Hong Kong,,"Supply chain, logistics, & delivery","MindWorks Ventures, Shunwei Capital Partners, Xiang He Capital",114.1628131,22.2793278,114.1628131,22.2793278,11.0480288,46.3144754
Ripple,10,20-12-2019,United States,San Francisco,Fintech,"IDG Capital, Venture51, Lightspeed Venture Partners",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
OutSystems,9.5,05-06-2018,United States,Boston,Internet software & services,"KKR, ES Ventures, North Bridge Growth Equity",-100.4458825,39.7837304,-100.4458825,39.7837304,-71.0582912,42.3602534
Klaviyo,9.2,17-11-2020,United States,Boston,Internet software & services,"Summit Partners, Accel, Astral Capital",-100.4458825,39.7837304,-100.4458825,39.7837304,-71.0582912,42.3602534
Roivant Sciences,9.09,09-08-2017,United States,New York,Health,"SoftBankGroup, Founders Fund",-100.4458825,39.7837304,-100.4458825,39.7837304,-74.0060152,40.7127281
Northvolt,9.08,12-06-2019,Sweden,Stockholm,Other,"Vattenfall, Volkswagen Group, Goldman Sachs",14.5208584,59.6749712,14.5208584,59.6749712,18.0710935,59.3251172
Tanium,9,31-03-2015,United States,Kirkland,Cybersecurity,"Andreessen Horowitz, Nor-Cal Invest, TPG Growth",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.1920249,47.6859573
Chehaoduo,9,12-03-2016,China,Beijing,E-commerce & direct-to-consumer,"Sequoia Capital China, GX Capital",104.999927,35.000074,104.999927,35.000074,116.3912757,39.906217
OYO Rooms,9,25-09-2018,India,Gurugram,Travel,"SoftBank Group, Sequoia Capital India,Lightspeed India Partners",78.6677428,22.3511148,78.6677428,22.3511148,77.0299194,28.4646148
goPuff,8.9,08-10-2020,United States,Philadelphia,E-commerce & direct-to-consumer,"Accel, Softbank Group, Anthos Capital",-100.4458825,39.7837304,-100.4458825,39.7837304,-75.1635262,39.9527237
ServiceTitan,8.3,14-11-2018,United States,Glendale,Internet software & services,"Bessemer Venture Partners, ICONIQ Capital, Battery Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-118.2478471,34.1469416
Tempus,8.1,21-03-2018,United States,Chicago,Health,"New Enterprise Associates, T. Rowe Associates, Lightbank",-100.4458825,39.7837304,-100.4458825,39.7837304,-87.6244212,41.8755616
Xingsheng Selected,8,22-07-2020,China,Changsha,E-commerce & direct-to-consumer,"KKR, Tencent Holdings, Sequoia Capital China",104.999927,35.000074,104.999927,35.000074,112.9335861,28.2302056
Getir,7.5,26-03-2021,Turkey,Istanbul,E-commerce & direct-to-consumer,"Tiger Global Management, Sequoia Capital, Revo Capital",34.9249653,38.9597594,34.9249653,38.9597594,28.9651646,41.0096334
Caris Life Sciences,7.83,12-05-2021,United States,Irving,Health,"Sixth Street Partners, OrbiMed Advisors, Highland Capital Management",-100.4458825,39.7837304,-100.4458825,39.7837304,-96.9442177,32.8295183
J&T Express,7.8,07-04-2021,Indonesia,Jakarta,"Supply chain, logistics, & delivery","Hillhouse Capital Management, Boyu Capital, Sequoia Capital China",117.8902853,-2.4833826,117.8902853,-2.4833826,106.827183,-6.1753942
Brex,7.4,05-10-2018,United States,San Francisco,Fintech,"DST Global, Ribbit Capital, Greenoaks Capital Management",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Argo AI,7.25,12-07-2019,United States,Pittsburgh,Artificial intelligence,"Volkswagen Group, Ford Autonomous Vehicles",-100.4458825,39.7837304,-100.4458825,39.7837304,-79.9900861,40.4416941
Gong,7.25,12-08-2020,United States,San Francisco,Artificial intelligence,"Norwest Venture Partners, Next World Capital, Wing Venture Capital",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
We Doctor,7,22-09-2015,China,Hangzhou,Health,"Tencent, Morningside Group",104.999927,35.000074,104.999927,35.000074,120.2052342,30.2489634
Discord,7,20-04-2018,United States,San Francisco,Internet software & services,"Benchmark, Greylock Partners, Tencent Holdings",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Scale AI,7.3,05-08-2019,United States,San Francisco,Artificial intelligence,"Accel, Y Combinator, Index Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Faire,7,30-10-2019,United States,San Francisco,Artificial intelligence,"Khosla Ventures, Forerunner Ventures, Sequoia Capital",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Automation Anywhere,6.8,02-07-2018,United States,San Jose,Artificial intelligence,"General Atlantic, Goldman Sachs, New Enterprise Associates",-100.4458825,39.7837304,-100.4458825,39.7837304,-121.890583,37.3361905
Ziroom,6.6,17-01-2018,China,Beijing,E-commerce & direct-to-consumer,"Sequoia Capital China, Warburg Pincus, General Catalyst",104.999927,35.000074,104.999927,35.000074,116.3912757,39.906217
National Stock Exchange of India,6.5,01-07-2020,India,Mumbai,Fintech,"TA Associates, SoftBank Group, GS Growth",78.6677428,22.3511148,78.6677428,22.3511148,72.8773928,19.0759899
Compass,6.4,31-08-2016,United States,New York,E-commerce & direct-to-consumer,"Founders Fund, Thrive Capital, Wellington Management",-100.4458825,39.7837304,-100.4458825,39.7837304,-74.0060152,40.7127281
Ola Cabs,6.3,27-10-2014,India,Bengaluru,Auto & transportation,"Accel Partners, SoftBank Group, Sequoia Capital",78.6677428,22.3511148,78.6677428,22.3511148,77.5912997,12.9791198
Samsara Networks,6.3,22-03-2018,United States,San Francisco,Hardware,"Andreessen Horowitz, General Catalyst",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Royole Corporation,6,18-08-2015,China,Shenzhen,Hardware,"Warmsun Holding, IDG Capital Partners",104.999927,35.000074,104.999927,35.000074,114.0543297,22.555454
reddit,6,31-07-2017,United States,San Francisco,Internet software & services,"Y Combinator, Sequoia Capital, Coatue Management",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
GitLab,6,19-09-2018,United States,San Francisco,Internet software & services,"Google Ventures, ICONIQ Capital, Khosla Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Yuanqi Senlin,6,01-03-2020,China,Beijing,Consumer & retail,"Sequoia Capital China, Longfor Capitalm, Gaorong Capital",104.999927,35.000074,104.999927,35.000074,116.3912757,39.906217
Thrasio,6,15-07-2020,United States,Walpole,Other,"Upper90, RiverPark Ventures, Advent International",-100.4458825,39.7837304,-100.4458825,39.7837304,-71.2494985,42.1417653
Better.com,6,10-11-2020,United States,New York,Fintech,"Pine Brook, American Express Ventures, Kleiner Perkins Caufield & Byers",-100.4458825,39.7837304,-100.4458825,39.7837304,-74.0060152,40.7127281
Easyhome,5.78,12-02-2018,China,Beijing,Consumer & retail,"Alibaba Group, Boyu Capital, Borui Capital",104.999927,35.000074,104.999927,35.000074,116.3912757,39.906217
Lianjia,5.77,07-04-2016,China,Beijing,E-commerce & direct-to-consumer,"Tencent, Baidu, Huasheng Capital",104.999927,35.000074,104.999927,35.000074,116.3912757,39.906217
Airtable,5.77,15-11-2018,United States,San Francisco,Internet software & services,"Caffeinated Capital, CRV, Founder Collective",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Vice Media,5.7,02-04-2011,United States,Brooklyn,Internet software & services,"Technology Crossover Ventures, A&E Television Networks",-100.4458825,39.7837304,-100.4458825,39.7837304,-73.9495823,40.6501038
Hopin,5.65,10-11-2020,United Kingdom,London,Internet software & services,"Accel, Northzone Ventures, Institutional Venture Partners",-3.2765753,54.7023545,-3.2765753,54.7023545,-0.1276474,51.5073219
Revolut,5.5,26-04-2018,United Kingdom,London,Fintech,"index Ventures, DST Global, Ribbit Capital",-3.2765753,54.7023545,-3.2765753,54.7023545,-0.1276474,51.5073219
Zomato,5.4,10-04-2015,India,Gurugram,Internet software & services,"Sequoia Capital, VY Capital",78.6677428,22.3511148,78.6677428,22.3511148,77.0299194,28.4646148
Pony.ai,5.3,11-07-2018,United States,Fremont,Artificial intelligence,"Sequoia Capital China, IDG Capital, DCM Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-121.988571,37.5482697
Trade Republic,5.3,20-05-2021,Germany,Berlin,Fintech,"Founders Fund. Accel, Creandum",10.4234469,51.0834196,10.4234469,51.0834196,13.3888599,52.5170365
Blockchain.com,5.2,17-02-2021,United Kingdom,London,Fintech,"Lightspeed Venture Partners, Google Ventures, Lakestar",-3.2765753,54.7023545,-3.2765753,54.7023545,-0.1276474,51.5073219
HashiCorp,5.1,01-11-2018,United States,San Francisco,Internet software & services,"Redpoint Ventures, True Ventures, Mayfield Fund",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
OneTrust,5.1,11-07-2019,United States,Atlanta,Internet software & services,Insight Partners,-100.4458825,39.7837304,-100.4458825,39.7837304,-84.3902644,33.7489924
Wise,5,26-01-2015,United Kingdom,London,Fintech,"IA Ventures, Index, Ventures, SV Angel",-3.2765753,54.7023545,-3.2765753,54.7023545,-0.1276474,51.5073219
United Imaging Healthcare,5,15-09-2017,China,Shanghai,Health,"China Life Insurance, China Development Bank Capital, CITIC Securities International",104.999927,35.000074,104.999927,35.000074,121.4692071,31.2322758
Hello TransTech,5,01-06-2018,China,Shanghai,Auto & transportation,"Ant Financial Services Group, GGV Capital",104.999927,35.000074,104.999927,35.000074,121.4692071,31.2322758
Swiggy,5,21-06-2018,India,Bengaluru,"Supply chain, logistics, & delivery","Accel India, SAIF Partners, Norwest Venture Partners",78.6677428,22.3511148,78.6677428,22.3511148,77.5912997,12.9791198
Krafton Game Union,5,09-08-2018,South Korea,Seongnam,Other,"Tencent Holdings, Stonebridge Capital, IMM Investment",127.6961188,36.638392,127.6961188,36.638392,127.1262092,37.4201556
TripActions,5,08-11-2018,United States,Palo Alto,Travel,"Andreessen Horowitz, Lightspeed Venture Partners, Zeev Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.1598465,37.4443293
Nuro,5,11-02-2019,United States,Mountain View,Auto & transportation,"SoftBank Group, Greylock Partners, Gaorong Capital",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.0832101,37.3893889
WM Motor,5,08-03-2019,China,Shanghai,Auto & transportation,"Baidu Capital, Linear Venture, Tencent",104.999927,35.000074,104.999927,35.000074,121.4692071,31.2322758
Dream11,5,09-04-2019,India,Mumbai,Internet software & services,"Kaalari Capital, Tencent Holdings, Steadview Capital",78.6677428,22.3511148,78.6677428,22.3511148,72.8773928,19.0759899
Ro,5,27-07-2020,United States,New York,Health,"Initialized Capital, General Catalyst, SignalFire",-100.4458825,39.7837304,-100.4458825,39.7837304,-74.0060152,40.7127281
Howden Group Holdings,5,29-09-2020,United Kingdom,London,Other,"General Atlantic, 3i Group, Huagai Capital",-3.2765753,54.7023545,-3.2765753,54.7023545,-0.1276474,51.5073219
SambaNova Systems,5,13-04-2021,United States,Palo Alto,Data management & analytics,"Walden International, Google Ventures, Intel Capital",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.1598465,37.4443293
Toast,4.9,10-07-2018,United States,Boston,Fintech,"Bessemer Venture Partners, Tiger Global Management, Google Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-71.0582912,42.3602534
Magic Leap,4.82,21-10-2014,United States,Plantation,Hardware,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz",-100.4458825,39.7837304,-100.4458825,39.7837304,-80.2331036,26.1275862
Snyk,4.7,21-01-2020,United States,Boston,Cybersecurity,"BOLDstart Ventures, Google Ventures, Accel",-100.4458825,39.7837304,-100.4458825,39.7837304,-71.0582912,42.3602534
Meizu Technology,4.58,23-07-2014,China,Zhuhai,Hardware,"Telling Telecommunication Holding Co., Alibaba Group",104.999927,35.000074,104.999927,35.000074,113.5721327,22.273734
Vinted,4.53,27-11-2019,Lithuania,Vilnius,E-commerce & direct-to-consumer,"Accel, Insight Partners, Burda Principal Investments",23.7499997,55.3500003,23.7499997,55.3500003,25.2829111,54.6870458
Zenefits,4.5,06-05-2015,United States,San Francisco,Fintech,"SV Angel, Institutional Venture Partners, Venrock",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
VIPKid,4.5,04-08-2016,China,Beijing,Edtech,"Sequoia Capital China, Tencent Holdings, Sinovation Ventures",104.999927,35.000074,104.999927,35.000074,116.3912757,39.906217
Confluent,4.5,23-01-2019,United States,Mountain View,Data management & analytics,"Benchmark, Sequoia Capital, Index Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.0832101,37.3893889
UBTECH Robotics,4.45,25-07-2016,China,Shenzhen,Hardware,"CDH Investments, Goldstone Investments, Qiming Venture Partners",104.999927,35.000074,104.999927,35.000074,114.0543297,22.555454
Outreach,4.4,16-04-2019,United States,Seattle,Internet software & services,"Mayfield Fund, M12, Trinity Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.3300624,47.6038321
Bolt,4.3,29-05-2018,Estonia,Tallinn,Auto & transportation,"Didi Chuxing, Diamler, TMT Investments",25.3319078,58.7523778,25.3319078,58.7523778,24.7453688,59.4372155
Ginkgo BioWorks,4.2,14-12-2017,United States,Boston,Health,"Y Combinator, Data Collective, MassVentures",-100.4458825,39.7837304,-100.4458825,39.7837304,-71.0582912,42.3602534
Relativity Space,4.2,23-11-2020,United States,Inglewood,Other,"Playground Global, Bond, Tribe Capital",-100.4458825,39.7837304,-100.4458825,39.7837304,-118.353132,33.9562003
Amplitude,4.15,21-05-2020,United States,San Francisco,Data management & analytics,"Benchmark, Battery Ventures, Institutional Venture Partners",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
SSENSE,4.15,08-06-2021,Canada,Montreal,E-commerce & direct-to-consumer,Sequoia Capital,-107.991707,61.0666922,-107.991707,61.0666922,-73.6103642,45.4972159
Dataminr,4.1,04-06-2018,United States,New York,Artificial intelligence,"Venrock, Institutional Venture Partners, Goldman Sachs",-100.4458825,39.7837304,-100.4458825,39.7837304,-74.0060152,40.7127281
Houzz,4,30-09-2014,United States,Palo Alto,E-commerce & direct-to-consumer,"New Enterprise Associates, Sequoia Capital, Comcast Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.1598465,37.4443293
Yello Mobile,4,11-11-2014,South Korea,Seoul,Mobile & telecommunications,Formation 8,127.6961188,36.638392,127.6961188,36.638392,126.9782914,37.5666791
MEGVII,4,31-10-2017,China,Beijing,Artificial intelligence,"Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company",104.999927,35.000074,104.999927,35.000074,116.3912757,39.906217
Niantic,4,24-11-2017,United States,San Francisco,Mobile & telecommunications,"Nintendo, Google, Pokemon Company International, Spark Capital",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Greensill,4,16-07-2018,United Kingdom,London,Fintech,"SoftBank Group, General Atlantic",-3.2765753,54.7023545,-3.2765753,54.7023545,-0.1276474,51.5073219
Impossible Foods,4,13-05-2019,United States,Redwood City,Consumer & retail,"Khosla Ventures, Horizons Ventures, Temasek Holdings",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.232523,37.4863239
Radiology Partners,4,19-07-2019,United States,El Segundo,Health,"New Enterprise Associates, Starr Investment Holdings",-100.4458825,39.7837304,-100.4458825,39.7837304,-118.4156337,33.917028
Next Insurance,4,07-10-2019,United States,Palo Alto,Fintech,"Zeev Ventures, Ribbit Capital, TLV Partners",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.1598465,37.4443293
Patreon,4,02-09-2020,United States,San Francisco,Internet software & services,"Index Ventures, Thrive Capital, CRV",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Kavak,4,01-10-2020,Mexico,Colonia Juarez,E-commerce & direct-to-consumer,"DST Global, SoftBank Group, Mountain Nazca",-100.0000375,22.5000485,-100.0000375,22.5000485,-95.0275,16.21
PointClickCare,4,07-01-2021,Canada,Mississauga,Internet software & services,"Dragoneer Investment Group, Hellman & Friedman, JMI Equity",-107.991707,61.0666922,-107.991707,61.0666922,-79.6443879,43.5896231
Zapier,4,14-01-2021,United States,Sunnyvale,Internet software & services,"Sequoia Capital, Bessemer Venture Partners, Threshold Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.036349,37.3688301
Clubhouse,4,24-01-2021,United States,Oakland,Mobile & telecommunications,"Andreessen Horowitz, TQ Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.2713563,37.8044557
Benchling,4,14-04-2021,United States,San Francisco,Internet software & services,"Thrive Capital, Benchmark, MenloVentures",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
QuintoAndar,4,09-09-2019,Brazil,Campinas,E-commerce & direct-to-consumer,"Kaszek Ventures, General Atlantic, SoftBank Group",-53.2,-10.3333333,-53.2,-10.3333333,-47.06083,-22.90556
Intarcia Therapeutics,3.8,01-04-2014,United States,Boston,Health,"New Enterprise Associates, New Leaf Venture Partners, Charter Venture Capital",-100.4458825,39.7837304,-100.4458825,39.7837304,-71.0582912,42.3602534
Gusto,3.8,18-12-2015,United States,San Francisco,Fintech,"General Catalyst Partners, Google Ventures, Kleiner Perkins Caufield & Byers",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
StockX,3.8,26-06-2019,United States,Detroit,E-commerce & direct-to-consumer,"Google Ventures, Battery Ventures, DST Global",-100.4458825,39.7837304,-100.4458825,39.7837304,-83.0466403,42.3315509
MessageBird,3.8,08-10-2020,Netherlands,Amsterdam,Mobile & telecommunications,"Y Combinator, Atomico, Accel",5.7480821,52.5001698,5.7480821,52.5001698,4.8936041,52.3727598
Devoted Health,3.78,16-10-2018,United States,Waltham,Health,"Andreessen Horowitz, F-Prime Capital, Venrock",-100.4458825,39.7837304,-100.4458825,39.7837304,-71.2358004,42.3756401
Guild Education,3.75,13-11-2019,United States,Denver,Internet software & services,"Redpoint Ventures, Harrison Metal, Bessemer Venture Partners",-100.4458825,39.7837304,-100.4458825,39.7837304,-104.9848623,39.7392364
Cohesity,3.7,11-06-2018,United States,San Jose,Data management & analytics,"SoftBank Group, Sequoia Capital, Wing Venture Capital",-100.4458825,39.7837304,-100.4458825,39.7837304,-121.890583,37.3361905
VAST Data,3.7,16-04-2020,United States,New York,Data management & analytics,"Norwest Venture Partners, Goldman Sachs, Dell Technologies Capital",-100.4458825,39.7837304,-100.4458825,39.7837304,-74.0060152,40.7127281
Noom,3.7,24-05-2020,United States,New York,Health,"Qualcomm Ventures, Samsung Ventures, Silver Lake",-100.4458825,39.7837304,-100.4458825,39.7837304,-74.0060152,40.7127281
Relativity,3.6,18-03-2021,United States,Chicago,Internet software & services,"Silver Lake, ICONIQ Capital",-100.4458825,39.7837304,-100.4458825,39.7837304,-87.6244212,41.8755616
Otto Bock HealthCare,3.52,24-06-2017,Germany,Duderstadt,Health,EQT Partners,10.4234469,51.0834196,10.4234469,51.0834196,10.2610699,51.5123672
Indigo Ag,3.5,26-09-2017,United States,Boston,Artificial intelligence,"Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co.",-100.4458825,39.7837304,-100.4458825,39.7837304,-71.0582912,42.3602534
Bukalapak,3.5,16-11-2017,Indonesia,Jakarta,E-commerce & direct-to-consumer,"500 Startups, Batavia Incubator, Emtek Group",117.8902853,-2.4833826,117.8902853,-2.4833826,106.827183,-6.1753942
Freshworks,3.5,31-07-2018,United States,San Mateo,Internet software & services,"Accel, Tiger Global Management, capitalG",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.3330573,37.496904
Rappi,3.5,31-08-2018,Colombia,Bogota,"Supply chain, logistics, & delivery","DST Global, Andreessen Horowitz, Sequoia Capital, Redpoint e.ventures",-73.783892,2.8894434,-73.783892,2.8894434,-74.083652,4.6533326
N26,3.5,10-01-2019,Germany,Berlin,Fintech,"Redalpine Venture Partners, Earlybird Venture Capital, Valar Ventures",10.4234469,51.0834196,10.4234469,51.0834196,13.3888599,52.5170365
HyalRoute,3.5,26-05-2020,Singapore,,Mobile & telecommunications,Kuang-Chi,103.8194992,1.357107,103.8194992,1.357107,11.0480288,46.3144754
Oxford Nanopore Technologies,3.47,06-05-2012,United Kingdom,Oxford,Health,"Illumina, Invesco Perpetual, IP Group",-3.2765753,54.7023545,-3.2765753,54.7023545,-75.9790215,39.7852062
Youxia Motors,3.35,02-04-2018,China,Shanghai,Auto & transportation,"China Environmental Protection Industry, China Fortune Ocean",104.999927,35.000074,104.999927,35.000074,121.4692071,31.2322758
Cloudwalk,3.32,08-10-2018,China,Guangzhou,Artificial intelligence,"Oriza Holdings, Guangdong Technology Financial Group",104.999927,35.000074,104.999927,35.000074,113.2592945,23.1301964
Rubrik,3.3,28-04-2017,United States,Palo Alto,Data management & analytics,"Greylock Partners, Lightspeed Venture Partners, Khosla Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.1598465,37.4443293
Sila Nanotechnologies,3.3,16-04-2019,United States,Alameda,Other,"Bessemer Venture Partners, Sutter Hill Ventures, Matrix Partners",-100.4458825,39.7837304,-100.4458825,39.7837304,-121.899142,37.6090291
Blend,3.3,24-06-2019,United States,San Francisco,Fintech,"Lightspeed Venture Partners, 8VC, Greylock Partners",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
Scopely,3.3,29-10-2019,United States,Culver City,Mobile & telecommunications,"Greycroft, Sands Capital, Revolution Growth",-100.4458825,39.7837304,-100.4458825,39.7837304,-118.396466,34.0211224
Komodo Health,3.3,22-03-2021,United States,San Francisco,Health,"Andreessen Horowitz, IA Ventures, Felicis Ventures",-100.4458825,39.7837304,-100.4458825,39.7837304,-122.419906,37.7790262
WeRide,3.3,23-12-2020,China,Guangzhou,Auto & transportation,"Atop Capital, IDInvest Partners, Qiming Venture Partners",104.999927,35.000074,104.999927,35.000074,113.2592945,23.1301964
Dadi Cinema,3.24,11-05-2016,China,Shenzhen,Other,Alibaba Pictures Group,104.999927,35.000074,104.999927,35.000074,114.0543297,22.555454
